X,Y,Altura,Orientacao,Tempo
-0.06429338455200195,0.011153871193528175,6.433412075042725,-85.21965136096367,1635626194.8161094
-0.06429338455200195,0.011153871193528175,6.433412075042725,-85.44089404533898,1635626194.9169576
-0.059332337230443954,0.012976699508726597,6.3687567710876465,-86.20706336170615,1635626195.017834
-0.059332337230443954,0.012976699508726597,6.3687567710876465,-86.8239987095487,1635626195.1183577
-0.054383285343647,0.014893414452672005,6.300390243530273,-87.26940213493187,1635626195.2190185
-0.05059085786342621,0.01568942703306675,6.27357292175293,-87.67802678686341,1635626195.3195965
-0.05059085786342621,0.01568942703306675,6.27357292175293,-88.09424530626053,1635626195.4201548
-0.04857838153839111,0.016511699184775352,6.243147850036621,-88.25077023212378,1635626195.538622
-0.04583066329360008,0.017313523218035698,6.212594985961914,-88.59326848112079,1635626195.639388
-0.0408267118036747,0.018264122307300568,6.178250312805176,-88.99311086390964,1635626195.7399535
-0.03986399620771408,0.018772071227431297,6.147881984710693,-89.13752277836198,1635626195.8405583
-0.037722814828157425,0.019074026495218277,6.12137508392334,-89.62023576105145,1635626195.9412897
-0.03397693112492561,0.019590001553297043,6.08345365524292,-89.80139489403679,1635626196.0419137
-0.03397693112492561,0.019590001553297043,6.08345365524292,-89.88805830621178,1635626196.1425197
-0.03185069188475609,0.020123817026615143,6.045552730560303,-90.19648920652452,1635626196.2430515
-0.02912362851202488,0.020370494574308395,6.026521682739258,-90.53049793693647,1635626196.3437932
-0.02382740005850792,0.021183596923947334,5.957443714141846,-90.71333954276967,1635626196.4447098
-0.02382740005850792,0.021183596923947334,5.957443714141846,-90.96251435934089,1635626196.5458043
-0.02382740005850792,0.021183596923947334,5.957443714141846,-90.96251435934089,1635626196.6674864
-0.020389050245285034,0.02104470320045948,5.918868541717529,-91.0843939796678,1635626196.7869503
-0.020389050245285034,0.02104470320045948,5.918868541717529,-91.0843939796678,1635626196.9062865
-0.02028537541627884,0.020998099818825722,5.892079830169678,-91.15840498495693,1635626197.0262926
-0.01812228374183178,0.02101348154246807,5.861708164215088,-91.28232158424946,1635626197.1464036
-0.015419643372297287,0.020939070731401443,5.834908485412598,-91.53144009383094,1635626197.2663774
-0.01431879773736,0.02103879302740097,5.796624183654785,-91.62416843056502,1635626197.3867311
-0.010878144763410091,0.021160341799259186,5.766001224517822,-91.91120843222986,1635626197.50631
-0.008503652177751064,0.021383818238973618,5.735140800476074,-91.904474697981,1635626197.6262965
-0.003409090219065547,0.021667148917913437,5.669521331787109,-92.17627400457468,1635626197.7467632
-0.001727603143081069,0.021981939673423767,5.630847930908203,-92.16988686235591,1635626197.8664033
-0.001727603143081069,0.021981939673423767,5.630847930908203,-92.2308714552574,1635626197.989565
0.004118815995752811,0.02165812812745571,5.572190761566162,-92.42994300940425,1635626198.110709
0.0060601807199418545,0.019520767033100128,5.532562255859375,-92.37597141801406,1635626198.2265997
0.009972738102078438,0.017949042841792107,5.500941753387451,-92.56781767412271,1635626198.3463666
0.012378777377307415,0.016555804759263992,5.473151206970215,-92.51386350184332,1635626198.4663863
0.013407520949840546,0.015298414044082165,5.445401668548584,-92.63498726307748,1635626198.5936081
0.01812938041985035,0.013632438145577908,5.405973434448242,-92.68000225760541,1635626198.7065554
0.02038751356303692,0.012596065178513527,5.374643325805664,-92.68000225760541,1635626198.8266103
0.02038751356303692,0.012596065178513527,5.374643325805664,-92.6234690191221,1635626198.9466164
0.02648387849330902,0.010220593772828579,5.308386325836182,-92.77981883758972,1635626199.06658
0.027850614860653877,0.009492112323641777,5.2773823738098145,-92.71238470933912,1635626199.1873078
0.027850614860653877,0.009492112323641777,5.2773823738098145,-92.68266557048919,1635626199.3065386
0.030292008072137833,0.008739753626286983,5.246389865875244,-92.79677937514921,1635626199.4266462
0.03432625159621239,0.007735831663012505,5.211158752441406,-92.80741063914398,1635626199.5497837
0.03480910137295723,0.006659131962805986,5.180207252502441,-92.70584581512887,1635626199.6664634
0.03782758489251137,0.003624246222898364,5.1412529945373535,-92.80434175603239,1635626199.7897193
0.03944963589310646,-0.00020674767438322306,5.082289695739746,-92.72336789068424,1635626199.906492
0.04145754873752594,-0.0019458348397165537,5.054561138153076,-92.85656388162127,1635626200.0268826
0.04257747158408165,-0.0051930439658463,4.982944965362549,-92.78560790604817,1635626200.1470792
0.043780285865068436,-0.007734945975244045,4.916553497314453,-92.80487123813009,1635626200.2667859
0.0446370467543602,-0.008860762231051922,4.877881050109863,-92.9415716245132,1635626200.3886049
0.04379752278327942,-0.010120957158505917,4.819695472717285,-92.77439699319837,1635626200.5110438
0.043141406029462814,-0.014392459765076637,4.750615119934082,-92.7759122819691,1635626200.6293378
0.041319169104099274,-0.016110429540276527,4.723856449127197,-92.69789386525355,1635626200.7299292
0.04193899407982826,-0.018193092197179794,4.685818195343018,-92.7840512224368,1635626200.830691
0.040989458560943604,-0.019088881090283394,4.666811466217041,-92.67203474642778,1635626200.9468236
0.04018111899495125,-0.021663948893547058,4.598288536071777,-92.77133387049382,1635626201.0474534
0.03850504755973816,-0.02255980111658573,4.571753978729248,-92.70724026451228,1635626201.150481
0.038284286856651306,-0.023490354418754578,4.530090808868408,-92.73690303620424,1635626201.2666597
0.038129135966300964,-0.02410614863038063,4.503568172454834,-92.62590829266126,1635626201.3671696
0.03616032749414444,-0.024510236456990242,4.477094650268555,-92.60432040120216,1635626201.4677665
0.036571893841028214,-0.02492336556315422,4.439293384552002,-92.67909504696172,1635626201.5865545
0.035345446318387985,-0.026448603719472885,4.401294708251953,-92.54497784923373,1635626201.6872175
0.03487089276313782,-0.02916637249290943,4.371325969696045,-92.54216746559368,1635626201.7879145
0.03689701110124588,-0.03435497358441353,4.3484392166137695,-94.2225782732791,1635626201.9064238
0.04118351265788078,-0.049591921269893646,4.304392337799072,-96.65503393593379,1635626202.007212
0.044735897332429886,-0.058033980429172516,4.2857136726379395,-98.14775316098032,1635626202.1080074
0.04794170707464218,-0.06825727224349976,4.261734485626221,-100.28765408243949,1635626202.2266395
0.05216023325920105,-0.07976933568716049,4.239870071411133,-103.24603981912065,1635626202.3273094
0.060503989458084106,-0.10203401744365692,4.209321022033691,-104.94370849389774,1635626202.4282222
0.06793784350156784,-0.12512755393981934,4.186054229736328,-107.05505600772969,1635626202.5467732
0.07724002003669739,-0.14995017647743225,4.165153503417969,-110.49668452767528,1635626202.6479416
0.09204356372356415,-0.19562549889087677,4.131683349609375,-113.15133808321411,1635626202.7493372
0.10330954939126968,-0.230910062789917,4.109947204589844,-116.65456057326668,1635626202.866583
0.11681105196475983,-0.27230361104011536,4.088326930999756,-119.9619551896896,1635626202.9678855
0.1520911008119583,-0.39529791474342346,4.034753322601318,-123.72587354834336,1635626203.069446
0.16718047857284546,-0.44989675283432007,4.013950347900391,-126.68927090725073,1635626203.1865027
0.18857935070991516,-0.5332585573196411,3.98465895652771,-130.27687113785697,1635626203.2911086
0.2086540311574936,-0.6061277389526367,3.9601821899414062,-134.18948478635812,1635626203.392399
0.23014582693576813,-0.6835105419158936,3.936345100402832,-135.49343617966682,1635626203.5105715
0.25582608580589294,-0.7764837145805359,3.9088025093078613,-139.76835812989893,1635626203.611192
0.2783083915710449,-0.862075686454773,3.8841452598571777,-142.7527562086236,1635626203.712135
0.3262685537338257,-1.0541813373565674,3.8320305347442627,-148.55440861887422,1635626203.828777
0.3485662043094635,-1.1482667922973633,3.8073770999908447,-151.54354577168831,1635626203.929569
0.36844223737716675,-1.2330554723739624,3.7856431007385254,-154.85423929338089,1635626204.0310476
0.4197928011417389,-1.4597874879837036,3.7292520999908447,-157.29351119215326,1635626204.1505911
0.4402313530445099,-1.551788330078125,3.7072317600250244,-159.8509222722619,1635626204.2517793
0.46933597326278687,-1.6856063604354858,3.675734758377075,-163.18843508626063,1635626204.3524816
0.5231700539588928,-1.8938170671463013,3.627335786819458,-164.43347396019388,1635626204.466748
0.5615566372871399,-2.0362164974212646,3.594931125640869,-166.40896749570484,1635626204.5672793
0.5914527773857117,-2.1528637409210205,3.568725824356079,-168.26411873592386,1635626204.6681504
0.621106743812561,-2.2716164588928223,3.542330265045166,-170.04743228885027,1635626204.7696419
0.6550196409225464,-2.4064226150512695,3.513190984725952,-171.52259504766428,1635626204.8702626
0.6840243339538574,-2.529242753982544,3.4867348670959473,-173.10316098763798,1635626204.9708936
0.7454467415809631,-2.7943763732910156,3.431328773498535,-174.46386167822956,1635626205.0717723
0.7735950946807861,-2.9226250648498535,3.4053001403808594,-175.82385545499253,1635626205.1892574
0.7983739972114563,-3.0354044437408447,3.3834893703460693,-176.21916259310382,1635626205.289929
0.8361480236053467,-3.2171618938446045,3.350252389907837,-177.4945622042081,1635626205.390644
0.8654248714447021,-3.3352630138397217,3.33001708984375,-178.4346263216611,1635626205.4913733
0.896537184715271,-3.4547038078308105,3.310539484024048,-179.43127350291226,1635626205.5920167
0.9390119314193726,-3.629242420196533,3.2832858562469482,179.65258915530666,1635626205.69296
1.0006983280181885,-3.893768787384033,3.2450034618377686,178.5108682460019,1635626205.793808
1.0407288074493408,-4.073980331420898,3.2199578285217285,177.8232416396345,1635626205.9107428
1.1101936101913452,-4.403112411499023,3.177919864654541,177.20308691539103,1635626206.0115662
1.1370036602020264,-4.53267765045166,3.1624395847320557,176.385453475953,1635626206.112253
1.1741734743118286,-4.720097541809082,3.140848398208618,176.0840196964036,1635626206.212765
1.2287653684616089,-5.004634380340576,3.110579013824463,175.17411227499568,1635626206.3132775
1.2600101232528687,-5.158772945404053,3.0950088500976562,174.69032879682413,1635626206.414248
1.3414921760559082,-5.508763313293457,3.0610644817352295,174.16892270995675,1635626206.514784
1.3727809190750122,-5.6470794677734375,3.0480709075927734,173.79631522445132,1635626206.6269498
1.4156994819641113,-5.844870567321777,3.0308592319488525,173.54396530271234,1635626206.7276053
1.4455716609954834,-5.984771251678467,3.019101858139038,173.21345820171956,1635626206.828151
1.4781322479248047,-6.145837783813477,3.006187915802002,173.21345820171956,1635626206.9287326
1.5070334672927856,-6.2869768142700195,2.995436191558838,172.87951724501954,1635626207.0293727
1.5469379425048828,-6.490767955780029,2.9802968502044678,172.7250141375024,1635626207.1301436
1.6167521476745605,-6.860651969909668,2.954458236694336,172.29990539591796,1635626207.230677
1.6780251264572144,-7.173856735229492,2.932940721511841,172.1441787215477,1635626207.3470497
1.723355770111084,-7.386107921600342,2.9184064865112305,171.9683490728479,1635626207.4482732
1.723355770111084,-7.386107921600342,2.9184064865112305,171.9683490728479,1635626207.5488303
1.7549010515213013,-7.535421848297119,2.9085121154785156,171.82983556027634,1635626207.6497812
1.8320002555847168,-7.921510696411133,2.8846518993377686,171.61997280630106,1635626207.7502904
1.8652814626693726,-8.09426212310791,2.8747735023498535,171.54490596840816,1635626207.8508494
1.935688853263855,-8.464560508728027,2.8549182415008545,171.40203596527886,1635626207.9514642
1.9643443822860718,-8.617857933044434,2.847177743911743,171.3437904307246,1635626208.0666587
2.0043437480926514,-8.838147163391113,2.8365232944488525,171.2928349022013,1635626208.1695967
2.063584804534912,-9.17043399810791,2.8214659690856934,171.15922835465093,1635626208.2701273
2.097656726837158,-9.349899291992188,2.813370704650879,171.11674997647822,1635626208.3706229
2.132810592651367,-9.530367851257324,2.8053596019744873,171.08755865895552,1635626208.471106
2.17301344871521,-9.734472274780273,2.796523332595825,171.0416367682562,1635626208.571722
2.216062545776367,-9.962063789367676,2.7870638370513916,171.02561725075267,1635626208.672225
2.249786376953125,-10.144548416137695,2.779707431793213,171.0169026608479,1635626208.7904418
2.279550075531006,-10.305024147033691,2.773266315460205,171.00306736914746,1635626208.8909245
2.341979503631592,-10.65023422241211,2.7603280544281006,170.98818938563247,1635626208.9914877
2.3868632316589355,-10.904757499694824,2.75160551071167,170.97677227201513,1635626209.0920384
2.4156806468963623,-11.067374229431152,2.746098756790161,170.98335552079516,1635626209.1926513
2.444336414337158,-11.230512619018555,2.7408299446105957,170.98335552079516,1635626209.2947726
2.484860897064209,-11.464466094970703,2.7336881160736084,170.98233627701566,1635626209.395323
2.547028064727783,-11.817158699035645,2.7232110500335693,170.99083317375639,1635626209.497039
2.588742971420288,-12.053543090820312,2.7163407802581787,171.0094970846256,1635626209.5977144
2.6509621143341064,-12.40987777709961,2.706695795059204,171.04132759850336,1635626209.69858
2.6922247409820557,-12.648653984069824,2.70066499710083,171.0548155279484,1635626209.7991388
2.7334063053131104,-12.888362884521484,2.694828748703003,171.08618608683219,1635626209.8997016
2.7950637340545654,-13.249722480773926,2.6865363121032715,171.15481656672463,1635626210.0004475
2.8567395210266113,-13.613202095031738,2.6789474487304688,171.2124938227583,1635626210.1009822
2.932772397994995,-14.051980018615723,2.6701149940490723,171.27602552264383,1635626210.2022314
2.9642605781555176,-14.223182678222656,2.66597056388855,171.30838091892932,1635626210.3027954
3.008782148361206,-14.468535423278809,2.6605443954467773,171.35251001039654,1635626210.4034605
3.0883336067199707,-14.91244125366211,2.6522750854492188,171.42761315474453,1635626210.5040262
3.1193344593048096,-15.085832595825195,2.64935040473938,171.46525695884236,1635626210.6045437
3.185450315475464,-15.458904266357422,2.6438004970550537,171.547133816348,1635626210.7050767
3.229536533355713,-15.708739280700684,2.6405115127563477,171.60808295190014,1635626210.805883
3.295660972595215,-16.085058212280273,2.6360347270965576,171.6910832508537,1635626210.9066515
3.383687973022461,-16.589523315429688,2.63063383102417,171.79901806104874,1635626211.0070808
3.383687973022461,-16.589523315429688,2.63063383102417,171.79901806104874,1635626211.1076076
3.4186928272247314,-16.7919921875,2.6284584999084473,171.84841041081006,1635626211.2183235
3.484591007232666,-17.1729793548584,2.6244945526123047,171.93191015536718,1635626211.3188336
3.5597453117370605,-17.606922149658203,2.6205697059631348,172.03163641240485,1635626211.4216423
3.639950752258301,-18.068925857543945,2.616589307785034,172.12299611879394,1635626211.5223775
3.707277297973633,-18.455808639526367,2.613771915435791,172.2359649079722,1635626211.6229062
3.738807439804077,-18.636886596679688,2.6125457286834717,172.2594029310689,1635626211.7238684
3.7840898036956787,-18.896228790283203,2.610809803009033,172.32347559644543,1635626211.8252766
3.828343391418457,-19.156116485595703,2.6091368198394775,172.3523972772766,1635626211.928561
3.849987268447876,-19.28624725341797,2.6082923412323,172.43386409230087,1635626212.0292003
3.9288387298583984,-19.756227493286133,2.605319023132324,172.50098876153038,1635626212.1297653
3.9288387298583984,-19.756227493286133,2.605319023132324,172.5247682748735,1635626212.2304733
4.004260540008545,-20.202106475830078,2.6019906997680664,172.5733416510287,1635626212.3309963
4.049213886260986,-20.465370178222656,2.600027322769165,172.64859307179876,1635626212.4315333
4.117269515991211,-20.861461639404297,2.597383499145508,172.73204952290888,1635626212.5319762
4.153960704803467,-21.07335662841797,2.5962235927581787,172.79948691755615,1635626212.6543078
4.153960704803467,-21.07335662841797,2.5962235927581787,172.79948691755615,1635626212.7548306
4.199962139129639,-21.338830947875977,2.594738245010376,172.86439070229326,1635626212.8689911
4.268128871917725,-21.73868751525879,2.5918381214141846,172.91164179534132,1635626212.969676
4.2987823486328125,-21.9261531829834,2.5900485515594482,172.96537065024708,1635626213.0709133
4.2987823486328125,-21.9261531829834,2.5900485515594482,172.99545926082138,1635626213.1717122
4.38836669921875,-22.463163375854492,2.585505962371826,173.07840203448941,1635626213.2726269
4.411047458648682,-22.597768783569336,2.584489583969116,173.07840203448941,1635626213.3732457
4.456724166870117,-22.867414474487305,2.582629919052124,173.1471043604845,1635626213.4739044
4.502810001373291,-23.13759422302246,2.580756902694702,173.19282538578526,1635626213.5893242
4.5726704597473145,-23.543888092041016,2.578218698501587,173.2478758645257,1635626213.690149
4.610410690307617,-23.76105499267578,2.577120304107666,173.31896153921372,1635626213.7918572
4.643420219421387,-23.951387405395508,2.576026678085327,173.348466144552,1635626213.8925025
4.728283405303955,-24.44162368774414,2.5735270977020264,173.42386570490476,1635626213.993091
4.758413791656494,-24.631778717041016,2.572435140609741,173.47967291098928,1635626214.0962162
4.838671684265137,-25.12239646911621,2.569702386856079,173.54907914188965,1635626214.1982446
4.870119094848633,-25.313657760620117,2.568700075149536,173.61819981390448,1635626214.3065991
4.953236103057861,-25.807119369506836,2.5659420490264893,173.66362048682825,1635626214.4078982
4.953236103057861,-25.807119369506836,2.5659420490264893,173.66362048682825,1635626214.508717
4.985795497894287,-25.9995059967041,2.5649194717407227,173.70874910616197,1635626214.609362
5.033060073852539,-26.274940490722656,2.563575267791748,173.75923837699355,1635626214.710234
5.071365833282471,-26.49575424194336,2.562607765197754,173.78409424354456,1635626214.8109055
5.104825973510742,-26.68919563293457,2.561753273010254,173.8287788148132,1635626214.9119444
5.104825973510742,-26.68919563293457,2.561753273010254,173.85203235951116,1635626215.0272567
5.1531982421875,-26.966089248657227,2.5605576038360596,173.8795605152058,1635626215.1279485
5.221758842468262,-27.381946563720703,2.5578184127807617,173.9141065493907,1635626215.2285879
5.266794681549072,-27.659704208374023,2.5561864376068115,173.9869608714484,1635626215.3308802
5.335728168487549,-28.077314376831055,2.5537593364715576,174.05937734544335,1635626215.4314363
5.4194016456604,-28.58003044128418,2.5506019592285156,174.09800176128937,1635626215.532273
5.449487209320068,-28.77592658996582,2.5493319034576416,174.12665921877093,1635626215.6333296
5.493858814239502,-29.056196212768555,2.547705888748169,174.1668675699806,1635626215.746385
5.5302934646606445,-29.2807674407959,2.546647310256958,174.20566581290146,1635626215.8475692
5.561977386474609,-29.47747230529785,2.5456058979034424,174.23930849521443,1635626215.949347
5.646221160888672,-29.984487533569336,2.5438342094421387,174.2781633607758,1635626216.0512557
5.69376802444458,-30.26677894592285,2.543182849884033,174.31502782830367,1635626216.1520154
5.69376802444458,-30.26677894592285,2.543182849884033,174.32961788007296,1635626216.2527342
5.766210079193115,-30.69106101989746,2.5422213077545166,174.36517275848502,1635626216.35472
5.766210079193115,-30.69106101989746,2.5422213077545166,174.36517275848502,1635626216.469224
5.815178394317627,-30.9744815826416,2.5413854122161865,174.41889710615433,1635626216.570811
5.888124465942383,-31.400306701660156,2.5401031970977783,174.46988591989802,1635626216.6714358
5.932862758636475,-31.684179306030273,2.5389981269836426,174.48425131808844,1635626216.7721446
5.932862758636475,-31.684179306030273,2.5389981269836426,174.50560606482944,1635626216.8733525
6.001646041870117,-32.11085510253906,2.537325859069824,174.54468855881632,1635626216.975097
6.034078598022461,-32.31029510498047,2.536503791809082,174.57109845893106,1635626217.0757885
6.0814595222473145,-32.595638275146484,2.5353970527648926,174.59429554925808,1635626217.1909394
6.153689384460449,-33.02440643310547,2.5338010787963867,174.62221245429492,1635626217.3065467
6.202558994293213,-33.310787200927734,2.532888174057007,174.65342907681224,1635626217.4264958
6.242191791534424,-33.54023361206055,2.5322463512420654,174.6824368764971,1635626217.5484831
6.276829242706299,-33.74114990234375,2.531601905822754,174.6824368764971,1635626217.6675134
6.276829242706299,-33.74114990234375,2.531601905822754,174.69641217302862,1635626217.7877588
6.276829242706299,-33.74114990234375,2.531601905822754,174.7066066140274,1635626217.907548
6.326958179473877,-34.028526306152344,2.5309226512908936,174.71855549068908,1635626218.0277047
6.326958179473877,-34.028526306152344,2.5309226512908936,174.71855549068908,1635626218.1476488
6.326958179473877,-34.028526306152344,2.5309226512908936,174.71855549068908,1635626218.266613
6.408997058868408,-34.54478454589844,2.529352903366089,174.76410489007793,1635626218.3865314
6.44053316116333,-34.74575424194336,2.5286660194396973,174.7891604674262,1635626218.5068722
6.5102972984313965,-35.17734909057617,2.5272719860076904,174.81848539303527,1635626218.6307838
6.596451759338379,-35.69670486450195,2.525635004043579,174.8457823978778,1635626218.7466033
6.679263114929199,-36.188392639160156,2.5243146419525146,174.8666382004942,1635626218.8687916
6.679263114929199,-36.188392639160156,2.5243146419525146,174.89283916972067,1635626218.9865758
6.753961563110352,-36.623233795166016,2.523693799972534,174.91862398709492,1635626219.1095924
6.804444313049316,-36.913604736328125,2.5233302116394043,174.93492400031306,1635626219.2264585
6.843731880187988,-37.146331787109375,2.5229928493499756,174.96749373738888,1635626219.347745
6.87502384185791,-37.35037612915039,2.5223498344421387,174.97881551504491,1635626219.4666376
6.87502384185791,-37.35037612915039,2.5223498344421387,174.97881551504491,1635626219.586616
6.921192169189453,-37.64209747314453,2.5216641426086426,175.0040012344721,1635626219.7107022
6.96828031539917,-37.93408203125,2.521031141281128,175.0167178973171,1635626219.82716
7.006777286529541,-38.16790008544922,2.520669460296631,175.0433789538436,1635626219.9506118
7.006777286529541,-38.16790008544922,2.520669460296631,175.04752109570836,1635626220.0666533
7.079506874084473,-38.6068000793457,2.51973295211792,175.05695875045035,1635626220.1905742
7.113670825958252,-38.811851501464844,2.5190813541412354,175.0719567372986,1635626220.3093247
7.213476181030273,-39.398555755615234,2.5176572799682617,175.0829758569919,1635626220.4264238
7.238746643066406,-39.5454216003418,2.5173873901367188,175.10046541224887,1635626220.5463672
7.289656639099121,-39.839412689208984,2.5169079303741455,175.11019887026563,1635626220.6664493
7.3374433517456055,-40.13309097290039,2.5157034397125244,175.12367765572756,1635626220.78648
7.373908519744873,-40.367862701416016,2.5147361755371094,175.14738715537234,1635626220.890799
7.405588150024414,-40.57338333129883,2.5138661861419678,175.16660246238393,1635626220.9915853
7.443231582641602,-40.808597564697266,2.513324022293091,175.17720847617582,1635626221.107352
7.443231582641602,-40.808597564697266,2.513324022293091,175.18261603969057,1635626221.2080054
7.4759674072265625,-41.014522552490234,2.5128042697906494,175.1959432205374,1635626221.3091762
7.572495460510254,-41.60393524169922,2.51216983795166,175.21186672417443,1635626221.4273496
7.612077236175537,-41.84006881713867,2.5119688510894775,175.22313983119332,1635626221.528054
7.6466193199157715,-42.04679870605469,2.511692762374878,175.23051388992047,1635626221.629156
7.696751117706299,-42.34242248535156,2.5114898681640625,175.2443774815608,1635626221.747046
7.722031116485596,-42.49033737182617,2.5114541053771973,175.24525013210777,1635626221.847726
7.8122663497924805,-43.02326965332031,2.5112524032592773,175.26005575205693,1635626221.9492085
7.888615608215332,-43.52619171142578,2.5098447799682617,175.27883866179997,1635626222.0675607
7.926124572753906,-43.763282775878906,2.509300470352173,175.28627205971,1635626222.1694305
8.006508827209473,-44.26763916015625,2.508040428161621,175.2887795997551,1635626222.2705014
8.045512199401855,-44.50532913208008,2.507767677307129,175.28732580515228,1635626222.3901267
8.129068374633789,-45.01106262207031,2.506671667098999,175.3004710093589,1635626222.4907658
8.169323921203613,-45.24940490722656,2.506222724914551,175.3103999557557,1635626222.5913396
8.204490661621094,-45.45805358886719,2.5056326389312744,175.31359735478688,1635626222.707721
8.255407333374023,-45.75640106201172,2.5050735473632812,175.3307464612073,1635626222.8084188
8.33797836303711,-46.294944763183594,2.5029232501983643,175.3411249167424,1635626222.9090178
8.369720458984375,-46.50457763671875,2.5020434856414795,175.3462099541774,1635626223.0351858
8.416496276855469,-46.804195404052734,2.501101016998291,175.35406359516878,1635626223.1359549
8.416496276855469,-46.804195404052734,2.501101016998291,175.35406359516878,1635626223.2381513
8.440221786499023,-46.95406723022461,2.500739812850952,175.36635941463365,1635626223.353935
8.440221786499023,-46.95406723022461,2.500739812850952,175.36635941463365,1635626223.454683
8.488272666931152,-47.25394821166992,2.5000405311584473,175.36448443145915,1635626223.5551357
8.488272666931152,-47.25394821166992,2.5000405311584473,175.36448443145915,1635626223.6666732
8.537022590637207,-47.554019927978516,2.4994258880615234,175.37293836084635,1635626223.767341
8.537022590637207,-47.554019927978516,2.4994258880615234,175.37293836084635,1635626223.868345
8.576717376708984,-47.79419708251953,2.499191999435425,175.37778520004,1635626223.9889207
8.61135196685791,-48.00444412231445,2.498807668685913,175.3740319778299,1635626224.0895412
