X,Y,Altura,Orientacao,Tempo
-0.5776965022087097,-300.36114501953125,1.403649091720581,179.81146983997078,1635625208.6129618
-0.5912242531776428,-300.36553955078125,1.397202730178833,179.7058993401606,1635625208.813781
-0.7957955002784729,-300.3965148925781,1.4049142599105835,179.64048199032663,1635625210.0212631
-0.8104268312454224,-300.3990783691406,1.4056941270828247,179.86935439941658,1635625210.2251847
-0.8338372111320496,-300.4039001464844,1.4004478454589844,179.7092333986478,1635625210.4259396
-0.8734878897666931,-300.41290283203125,1.3935514688491821,179.6592775452356,1635625210.6279037
-1.0917317867279053,-300.4445495605469,1.4068059921264648,179.69038295214048,1635625211.6351547
-1.1306991577148438,-300.4541931152344,1.4068063497543335,179.8913905700253,1635625211.8358943
-1.1518303155899048,-300.4601135253906,1.4030907154083252,179.88229388828256,1635625212.036607
-1.2099125385284424,-300.4661865234375,1.3970662355422974,179.63265721555413,1635625212.2373621
-1.5160443782806396,-300.4992980957031,1.4038046598434448,179.75539342221782,1635625213.0398293
-1.5287126302719116,-300.4998779296875,1.4016454219818115,179.79514586783245,1635625213.2408774
-1.5725640058517456,-300.50323486328125,1.3947021961212158,179.76575103530135,1635625213.4415712
-1.774989366531372,-300.5230407714844,1.4101672172546387,179.69112444803937,1635625214.2441685
-1.8256536722183228,-300.5281066894531,1.4074503183364868,179.7446666061544,1635625214.4449804
-1.8743308782577515,-300.53253173828125,1.400315761566162,179.82762159433747,1635625214.6457899
-1.9613820314407349,-300.5399475097656,1.3945881128311157,179.84933506310054,1635625214.8466148
-2.2542288303375244,-300.5497741699219,1.4023497104644775,179.56649067883689,1635625215.6490793
-2.2902755737304688,-300.55194091796875,1.3986005783081055,179.6400791432602,1635625215.8498025
-2.4897375106811523,-300.5694885253906,1.4103819131851196,179.83691799681745,1635625216.654098
-2.534118413925171,-300.57373046875,1.4055334329605103,179.82582180481802,1635625216.8549552
-2.5667967796325684,-300.57611083984375,1.402282953262329,179.95753371332808,1635625217.0559301
-2.622629165649414,-300.5782470703125,1.3991568088531494,179.8934101915959,1635625217.2566657
-2.786980628967285,-300.5829772949219,1.4079633951187134,179.86175578992714,1635625217.8596582
-2.8463733196258545,-300.5836181640625,1.4019969701766968,-179.90205939239772,1635625218.0604162
-2.9145398139953613,-300.5859375,1.3913252353668213,-179.92427717526027,1635625218.2611198
-3.2344188690185547,-300.5896301269531,1.4081462621688843,179.94197245044697,1635625219.2659593
-3.2416117191314697,-300.5898132324219,1.4093968868255615,179.70827297339588,1635625219.467036
-3.2594223022460938,-300.5892333984375,1.409002423286438,179.7434823768401,1635625219.668109
-3.2760660648345947,-300.5897216796875,1.405220866203308,179.7822612483316,1635625219.8695793
-3.314208507537842,-300.58978271484375,1.3994548320770264,179.73747575803228,1635625220.070518
-3.5516090393066406,-300.5850524902344,1.4108788967132568,179.37981886496837,1635625220.8739
-3.6006386280059814,-300.5842590332031,1.4057847261428833,179.47724665785685,1635625221.0747979
-3.638117551803589,-300.5833435058594,1.4044573307037354,179.60750975153573,1635625221.2755816
-3.673107147216797,-300.5821228027344,1.4042471647262573,179.3314734171882,1635625221.4763494
-3.7386391162872314,-300.58123779296875,1.402506947517395,179.39114901289818,1635625221.6772351
-3.791581869125366,-300.5810546875,1.4001556634902954,179.5938237796831,1635625221.878007
-3.845660448074341,-300.5786437988281,1.3971158266067505,179.4573677564296,1635625222.078983
-4.0758442878723145,-300.584716796875,1.4101064205169678,179.4450796001534,1635625222.6808267
-4.097047805786133,-300.5843811035156,1.4108669757843018,179.63411701316372,1635625222.8815951
-4.164708614349365,-300.5850830078125,1.4053400754928589,179.53459908960153,1635625223.0823433
-4.252243518829346,-300.5885314941406,1.4009456634521484,179.56171657943642,1635625223.2831278
-4.342968940734863,-300.5904541015625,1.3990727663040161,179.56843014823528,1635625223.4838955
-4.42230749130249,-300.5909423828125,1.3963255882263184,179.6388010049824,1635625223.6850421
-4.66168212890625,-300.5955505371094,1.4139639139175415,179.68935403083222,1635625224.2871346
-4.738675117492676,-300.5963439941406,1.4107863903045654,179.42599172232644,1635625224.4881527
-4.809017658233643,-300.5968933105469,1.4040828943252563,179.3651975372165,1635625224.6888819
-4.859496593475342,-300.59918212890625,1.404184341430664,179.42930106776078,1635625224.8896496
-4.935538291931152,-300.60015869140625,1.4033392667770386,179.48408331084588,1635625225.0904992
-5.0172529220581055,-300.60040283203125,1.4002472162246704,179.4991784290694,1635625225.2912953
-5.069241523742676,-300.59906005859375,1.3978283405303955,179.4999068541802,1635625225.4919841
-5.367495536804199,-300.6074523925781,1.4115848541259766,179.31983170252317,1635625226.094494
